Year,type,Category,Dollars,Category_name
2003,exp,941,526,Public Safety
2003,exp,944,153,Bus & Profession Regulation
2003,exp,945,7901,Medicaid
2003,exp,946,1077,Capital Improvement
2003,exp,948,664,Other Departments
2003,exp,949,94,Other Boards & Commissions
2003,exp,959,6695,K-12 Education
2003,exp,960,2571,University Education
2003,exp,903,731.2021835500001,Debt Service
2003,exp,970,4119.48820917,Local Govt Transfers
2004,exp,402,314,Aging
2004,exp,406,84,Agriculture
2004,exp,416,586,Central Management
2004,exp,418,1268,Children And Family Services
2004,exp,420,928,Commerce And Economic Opportunity
2004,exp,422,283,Natural Resources
2004,exp,426,1256,Corrections
2004,exp,427,220,Employment Security
2004,exp,444,4664,Human Services
2004,exp,478,300,Family Services Net Medicaid
2004,exp,482,269,Public Health
2004,exp,492,843,Revenue
2004,exp,494,3019,Transportation
2004,exp,532,565,Environmental Protect Agency
2004,exp,557,417,Il State Toll Highway Auth
2004,exp,901,8553,State Pension Contribution
2004,exp,904,1432,State Employee Healthcare
2004,exp,910,74,Legislative
2004,exp,920,363,Judicial
2004,exp,930,546,Elected Officers
2004,exp,941,495,Public Safety
2004,exp,944,146,Bus & Profession Regulation
2004,exp,945,10061,Medicaid
2004,exp,946,834,Capital Improvement
2004,exp,948,351,Other Departments
2004,exp,949,87,Other Boards & Commissions
2004,exp,959,7130,K-12 Education
2004,exp,960,2392,University Education
2004,exp,903,1288.58426201,Debt Service
2004,exp,970,4256.60560819,Local Govt Transfers
2005,exp,402,403,Aging
2005,exp,406,75,Agriculture
2005,exp,416,721,Central Management
2005,exp,418,1238,Children And Family Services
2005,exp,420,424,Commerce And Economic Opportunity
2005,exp,422,249,Natural Resources
2005,exp,426,1285,Corrections
2005,exp,427,205,Employment Security
2005,exp,444,4796,Human Services
2005,exp,478,493,Family Services Net Medicaid
2005,exp,482,295,Public Health
2005,exp,492,730,Revenue
2005,exp,494,2681,Transportation
2005,exp,532,384,Environmental Protect Agency
2005,exp,557,479,Il State Toll Highway Auth
2005,exp,901,1210,State Pension Contribution
2005,exp,904,1523,State Employee Healthcare
2005,exp,910,76,Legislative
2005,exp,920,381,Judicial
2005,exp,930,563,Elected Officers
2005,exp,941,567,Public Safety
2005,exp,944,184,Bus & Profession Regulation
2005,exp,945,9530,Medicaid
2005,exp,946,583,Capital Improvement
2005,exp,948,233,Other Departments
2005,exp,949,96,Other Boards & Commissions
2005,exp,959,7575,K-12 Education
2005,exp,960,2357,University Education
2005,exp,903,1351.8173164500001,Debt Service
2005,exp,970,4674.178671850001,Local Govt Transfers
2006,exp,402,421,Aging
2006,exp,406,84,Agriculture
2006,exp,416,696,Central Management
2006,exp,418,1241,Children And Family Services
2006,exp,420,595,Commerce And Economic Opportunity
2006,exp,422,246,Natural Resources
2006,exp,426,1244,Corrections
2006,exp,427,207,Employment Security
2006,exp,444,4863,Human Services
2006,exp,478,728,Family Services Net Medicaid
2006,exp,482,297,Public Health
2006,exp,492,839,Revenue
2006,exp,494,2790,Transportation
2006,exp,532,380,Environmental Protect Agency
2006,exp,557,1074,Il State Toll Highway Auth
2006,exp,901,689,State Pension Contribution
2006,exp,904,1623,State Employee Healthcare
2006,exp,910,77,Legislative
2006,exp,920,339,Judicial
2006,exp,930,607,Elected Officers
2006,exp,941,618,Public Safety
2006,exp,944,186,Bus & Profession Regulation
2006,exp,945,10466,Medicaid
2006,exp,946,493,Capital Improvement
2006,exp,948,218,Other Departments
2006,exp,949,161,Other Boards & Commissions
2006,exp,959,7878,K-12 Education
2006,exp,960,2383,University Education
2006,exp,903,1415.45327269,Debt Service
2006,exp,970,5203.7770244,Local Govt Transfers
2007,exp,402,489,Aging
2007,exp,406,85,Agriculture
2007,exp,416,720,Central Management
2007,exp,418,1264,Children And Family Services
2007,exp,420,601,Commerce And Economic Opportunity
2007,exp,422,270,Natural Resources
2007,exp,426,1202,Corrections
2007,exp,427,200,Employment Security
2007,exp,444,4974,Human Services
2007,exp,478,689,Family Services Net Medicaid
2007,exp,482,331,Public Health
2007,exp,492,859,Revenue
2007,exp,494,3043,Transportation
2007,exp,532,420,Environmental Protect Agency
2007,exp,557,1433,Il State Toll Highway Auth
2007,exp,901,1000,State Pension Contribution
2007,exp,904,1752,State Employee Healthcare
2007,exp,910,83,Legislative
2007,exp,920,350,Judicial
2007,exp,930,673,Elected Officers
2007,exp,941,776,Public Safety
2007,exp,944,210,Bus & Profession Regulation
2007,exp,945,11198,Medicaid
2007,exp,946,390,Capital Improvement
2007,exp,948,216,Other Departments
2007,exp,949,148,Other Boards & Commissions
2007,exp,959,8272,K-12 Education
2007,exp,960,2487,University Education
2007,exp,903,1417.2083298799998,Debt Service
2007,exp,970,5578.12285448,Local Govt Transfers
2008,exp,402,527,Aging
2008,exp,406,87,Agriculture
2008,exp,416,738,Central Management
2008,exp,418,1270,Children And Family Services
2008,exp,420,441,Commerce And Economic Opportunity
2008,exp,422,249,Natural Resources
2008,exp,426,1290,Corrections
2008,exp,427,209,Employment Security
2008,exp,444,5223,Human Services
2008,exp,478,706,Family Services Net Medicaid
2008,exp,482,357,Public Health
2008,exp,492,866,Revenue
2008,exp,494,2860,Transportation
2008,exp,532,403,Environmental Protect Agency
2008,exp,557,1588,Il State Toll Highway Auth
2008,exp,901,1457,State Pension Contribution
2008,exp,904,1790,State Employee Healthcare
2008,exp,910,86,Legislative
2008,exp,920,364,Judicial
2008,exp,930,702,Elected Officers
2008,exp,941,799,Public Safety
2008,exp,944,212,Bus & Profession Regulation
2008,exp,945,12699,Medicaid
2008,exp,946,262,Capital Improvement
2008,exp,948,175,Other Departments
2008,exp,949,123,Other Boards & Commissions
2008,exp,959,8881,K-12 Education
2008,exp,960,2522,University Education
2008,exp,903,1414.2337261,Debt Service
2008,exp,970,5873.26115267,Local Govt Transfers
2009,exp,402,607,Aging
2009,exp,406,81,Agriculture
2009,exp,416,719,Central Management
2009,exp,418,1284,Children And Family Services
2009,exp,420,521,Commerce And Economic Opportunity
2009,exp,422,233,Natural Resources
2009,exp,426,1374,Corrections
2009,exp,427,239,Employment Security
2009,exp,444,5433,Human Services
2009,exp,478,717,Family Services Net Medicaid
2009,exp,482,360,Public Health
2009,exp,492,890,Revenue
2009,exp,494,3071,Transportation
2009,exp,532,419,Environmental Protect Agency
2009,exp,557,1599,Il State Toll Highway Auth
2009,exp,901,1827,State Pension Contribution
2009,exp,904,1770,State Employee Healthcare
2009,exp,910,91,Legislative
2009,exp,920,398,Judicial
2009,exp,930,709,Elected Officers
2009,exp,941,829,Public Safety
2009,exp,944,228,Bus & Profession Regulation
2009,exp,945,13827,Medicaid
2009,exp,946,167,Capital Improvement
2009,exp,948,342,Other Departments
2009,exp,949,183,Other Boards & Commissions
2009,exp,959,9377,K-12 Education
2009,exp,960,2514,University Education
2009,exp,903,1421.07800529,Debt Service
2009,exp,970,5520.558796109999,Local Govt Transfers
2010,exp,402,728,Aging
2010,exp,406,83,Agriculture
2010,exp,416,809,Central Management
2010,exp,418,1231,Children And Family Services
2010,exp,420,1179,Commerce And Economic Opportunity
2010,exp,422,226,Natural Resources
2010,exp,426,1228,Corrections
2010,exp,427,283,Employment Security
2010,exp,444,5413,Human Services
2010,exp,478,475,Family Services Net Medicaid
2010,exp,482,369,Public Health
2010,exp,492,736,Revenue
2010,exp,494,3815,Transportation
2010,exp,532,534,Environmental Protect Agency
2010,exp,557,1292,Il State Toll Highway Auth
2010,exp,901,3042,State Pension Contribution
2010,exp,904,1792,State Employee Healthcare
2010,exp,910,84,Legislative
2010,exp,920,388,Judicial
2010,exp,930,634,Elected Officers
2010,exp,941,782,Public Safety
2010,exp,944,255,Bus & Profession Regulation
2010,exp,945,14156,Medicaid
2010,exp,946,216,Capital Improvement
2010,exp,948,126,Other Departments
2010,exp,949,352,Other Boards & Commissions
2010,exp,959,9850,K-12 Education
2010,exp,960,2611,University Education
2010,exp,903,1387.92024044,Debt Service
2010,exp,970,5194.19321064,Local Govt Transfers
2011,exp,402,715,Aging
2011,exp,406,74,Agriculture
2011,exp,416,789,Central Management
2011,exp,418,1213,Children And Family Services
2011,exp,420,1160,Commerce And Economic Opportunity
2011,exp,422,235,Natural Resources
2011,exp,426,1271,Corrections
2011,exp,427,320,Employment Security
2011,exp,444,5710,Human Services
2011,exp,478,509,Family Services Net Medicaid
2011,exp,482,316,Public Health
2011,exp,492,761,Revenue
2011,exp,494,4474,Transportation
2011,exp,532,771,Environmental Protect Agency
2011,exp,557,740,Il State Toll Highway Auth
2011,exp,901,3023,State Pension Contribution
2011,exp,904,1884,State Employee Healthcare
2011,exp,910,84,Legislative
2011,exp,920,365,Judicial
2011,exp,930,649,Elected Officers
2011,exp,941,805,Public Safety
2011,exp,944,240,Bus & Profession Regulation
2011,exp,945,14161,Medicaid
2011,exp,946,367,Capital Improvement
2011,exp,948,182,Other Departments
2011,exp,949,378,Other Boards & Commissions
2011,exp,959,9564,K-12 Education
2011,exp,960,2495,University Education
2011,exp,903,1640.8520024000002,Debt Service
2011,exp,970,5529.052197790001,Local Govt Transfers
2012,exp,402,796,Aging
2012,exp,406,72,Agriculture
2012,exp,416,768,Central Management
2012,exp,418,1191,Children And Family Services
2012,exp,420,1027,Commerce And Economic Opportunity
2012,exp,422,228,Natural Resources
2012,exp,426,1282,Corrections
2012,exp,427,270,Employment Security
2012,exp,444,5272,Human Services
2012,exp,478,541,Family Services Net Medicaid
2012,exp,482,408,Public Health
2012,exp,492,525,Revenue
2012,exp,494,4464,Transportation
2012,exp,532,654,Environmental Protect Agency
2012,exp,557,699,Il State Toll Highway Auth
2012,exp,901,2647,State Pension Contribution
2012,exp,904,2354,State Employee Healthcare
2012,exp,910,101,Legislative
2012,exp,920,387,Judicial
2012,exp,930,681,Elected Officers
2012,exp,941,793,Public Safety
2012,exp,944,258,Bus & Profession Regulation
2012,exp,945,12228,Medicaid
2012,exp,946,619,Capital Improvement
2012,exp,948,2466,Other Departments
2012,exp,949,330,Other Boards & Commissions
2012,exp,959,8955,K-12 Education
2012,exp,960,2495,University Education
2012,exp,903,1784.8645659000001,Debt Service
2012,exp,970,5568.990849299999,Local Govt Transfers
2013,exp,402,1121,Aging
2013,exp,406,72,Agriculture
2013,exp,416,920,Central Management
2013,exp,418,1137,Children And Family Services
2013,exp,420,980,Commerce And Economic Opportunity
2013,exp,422,244,Natural Resources
2013,exp,426,1253,Corrections
2013,exp,427,266,Employment Security
2013,exp,444,5612,Human Services
2013,exp,478,390,Family Services Net Medicaid
2013,exp,482,363,Public Health
2013,exp,492,425,Revenue
2013,exp,494,4296,Transportation
2013,exp,532,538,Environmental Protect Agency
2013,exp,557,950,Il State Toll Highway Auth
2013,exp,901,2864,State Pension Contribution
2013,exp,904,2175,State Employee Healthcare
2013,exp,910,121,Legislative
2013,exp,920,353,Judicial
2013,exp,930,685,Elected Officers
2013,exp,941,839,Public Safety
2013,exp,944,276,Bus & Profession Regulation
2013,exp,945,14776,Medicaid
2013,exp,946,533,Capital Improvement
2013,exp,948,3148,Other Departments
2013,exp,949,282,Other Boards & Commissions
2013,exp,959,8726,K-12 Education
2013,exp,960,2312,University Education
2013,exp,903,1802.85670795,Debt Service
2013,exp,970,5828.579201660001,Local Govt Transfers
2014,exp,402,994,Aging
2014,exp,406,75,Agriculture
2014,exp,416,934,Central Management
2014,exp,418,1129,Children And Family Services
2014,exp,420,1052,Commerce And Economic Opportunity
2014,exp,422,279,Natural Resources
2014,exp,426,1355,Corrections
2014,exp,427,251,Employment Security
2014,exp,444,5628,Human Services
2014,exp,478,484,Family Services Net Medicaid
2014,exp,482,466,Public Health
2014,exp,492,495,Revenue
2014,exp,494,4473,Transportation
2014,exp,532,482,Environmental Protect Agency
2014,exp,557,1423,Il State Toll Highway Auth
2014,exp,901,3648,State Pension Contribution
2014,exp,904,2626,State Employee Healthcare
2014,exp,910,97,Legislative
2014,exp,920,373,Judicial
2014,exp,930,751,Elected Officers
2014,exp,941,837,Public Safety
2014,exp,944,307,Bus & Profession Regulation
2014,exp,945,15190,Medicaid
2014,exp,946,741,Capital Improvement
2014,exp,948,3285,Other Departments
2014,exp,949,269,Other Boards & Commissions
2014,exp,959,8986,K-12 Education
2014,exp,960,2382,University Education
2014,exp,903,1920.01656271,Debt Service
2014,exp,970,6030.58129638,Local Govt Transfers
2015,exp,402,1032,Aging
2015,exp,406,73,Agriculture
2015,exp,416,893,Central Management
2015,exp,418,1118,Children And Family Services
2015,exp,420,994,Commerce And Economic Opportunity
2015,exp,422,312,Natural Resources
2015,exp,426,1386,Corrections
2015,exp,427,218,Employment Security
2015,exp,444,5902,Human Services
2015,exp,478,430,Family Services Net Medicaid
2015,exp,482,405,Public Health
2015,exp,492,459,Revenue
2015,exp,494,4535,Transportation
2015,exp,532,642,Environmental Protect Agency
2015,exp,557,1894,Il State Toll Highway Auth
2015,exp,901,3637,State Pension Contribution
2015,exp,904,2455,State Employee Healthcare
2015,exp,910,92,Legislative
2015,exp,920,397,Judicial
2015,exp,930,809,Elected Officers
2015,exp,941,783,Public Safety
2015,exp,944,314,Bus & Profession Regulation
2015,exp,945,16914,Medicaid
2015,exp,946,754,Capital Improvement
2015,exp,948,3747,Other Departments
2015,exp,949,249,Other Boards & Commissions
2015,exp,959,8910,K-12 Education
2015,exp,960,2288,University Education
2015,exp,903,2014.55568518,Debt Service
2015,exp,970,6283.47793569,Local Govt Transfers
2016,exp,402,711,Aging
2016,exp,406,58,Agriculture
2016,exp,416,748,Central Management
2016,exp,418,1087,Children And Family Services
2016,exp,420,513,Commerce And Economic Opportunity
2016,exp,422,176,Natural Resources
2016,exp,426,956,Corrections
2016,exp,427,205,Employment Security
2016,exp,444,5066,Human Services
2016,exp,478,358,Family Services Net Medicaid
2016,exp,482,348,Public Health
2016,exp,492,435,Revenue
2016,exp,494,4334,Transportation
2016,exp,532,818,Environmental Protect Agency
2016,exp,557,2246,Il State Toll Highway Auth
2016,exp,901,3945,State Pension Contribution
2016,exp,904,479,State Employee Healthcare
2016,exp,910,89,Legislative
2016,exp,920,388,Judicial
2016,exp,930,698,Elected Officers
2016,exp,941,737,Public Safety
2016,exp,944,234,Bus & Profession Regulation
2016,exp,945,17035,Medicaid
2016,exp,946,96,Capital Improvement
2016,exp,948,3615,Other Departments
2016,exp,949,213,Other Boards & Commissions
2016,exp,959,9338,K-12 Education
2016,exp,960,871,University Education
2016,exp,903,1906.0034094300001,Debt Service
2016,exp,970,6231.73605521,Local Govt Transfers
2017,exp,402,1256,Aging
2017,exp,406,72,Agriculture
2017,exp,416,1147,Central Management
2017,exp,418,1076,Children And Family Services
2017,exp,420,649,Commerce And Economic Opportunity
2017,exp,422,232,Natural Resources
2017,exp,426,1275,Corrections
2017,exp,427,194,Employment Security
2017,exp,444,5410,Human Services
2017,exp,478,389,Family Services Net Medicaid
2017,exp,482,373,Public Health
2017,exp,492,510,Revenue
2017,exp,494,4180,Transportation
2017,exp,532,925,Environmental Protect Agency
2017,exp,557,1764,Il State Toll Highway Auth
2017,exp,901,4169,State Pension Contribution
2017,exp,904,3321,State Employee Healthcare
2017,exp,910,90,Legislative
2017,exp,920,421,Judicial
2017,exp,930,738,Elected Officers
2017,exp,941,827,Public Safety
2017,exp,944,202,Bus & Profession Regulation
2017,exp,945,17853,Medicaid
2017,exp,946,258,Capital Improvement
2017,exp,948,3710,Other Departments
2017,exp,949,218,Other Boards & Commissions
2017,exp,959,9762,K-12 Education
2017,exp,960,2395,University Education
2017,exp,903,1851.63592052,Debt Service
2017,exp,970,6459.7416522799995,Local Govt Transfers
2018,exp,402,954,Aging
2018,exp,406,87,Agriculture
2018,exp,416,1012,Central Management
2018,exp,418,1085,Children And Family Services
2018,exp,420,498,Commerce And Economic Opportunity
2018,exp,422,254,Natural Resources
2018,exp,426,1949,Corrections
2018,exp,427,237,Employment Security
2018,exp,444,5436,Human Services
2018,exp,478,411,Family Services Net Medicaid
2018,exp,482,379,Public Health
2018,exp,492,550,Revenue
2018,exp,494,3600,Transportation
2018,exp,532,906,Environmental Protect Agency
2018,exp,557,1468,Il State Toll Highway Auth
2018,exp,901,4322,State Pension Contribution
2018,exp,904,5852,State Employee Healthcare
2018,exp,910,90,Legislative
2018,exp,920,430,Judicial
2018,exp,930,842,Elected Officers
2018,exp,941,900,Public Safety
2018,exp,944,194,Bus & Profession Regulation
2018,exp,945,18587,Medicaid
2018,exp,946,227,Capital Improvement
2018,exp,948,3836,Other Departments
2018,exp,949,218,Other Boards & Commissions
2018,exp,959,10460,K-12 Education
2018,exp,960,2036,University Education
2018,exp,903,1970.69456089,Debt Service
2018,exp,970,6180.91691266,Local Govt Transfers
2019,exp,402,988,Aging
2019,exp,406,79,Agriculture
2019,exp,416,951,Central Management
2019,exp,418,1153,Children And Family Services
2019,exp,420,576,Commerce And Economic Opportunity
2019,exp,422,283,Natural Resources
2019,exp,426,1583,Corrections
2019,exp,427,221,Employment Security
2019,exp,444,5623,Human Services
2019,exp,478,497,Family Services Net Medicaid
2019,exp,482,437,Public Health
2019,exp,492,619,Revenue
2019,exp,494,3449,Transportation
2019,exp,532,842,Environmental Protect Agency
2019,exp,557,1751,Il State Toll Highway Auth
2019,exp,901,4920,State Pension Contribution
2019,exp,904,3152,State Employee Healthcare
2019,exp,910,94,Legislative
2019,exp,920,416,Judicial
2019,exp,930,924,Elected Officers
2019,exp,941,1013,Public Safety
2019,exp,944,199,Bus & Profession Regulation
2019,exp,945,19026,Medicaid
2019,exp,946,260,Capital Improvement
2019,exp,948,3850,Other Departments
2019,exp,949,229,Other Boards & Commissions
2019,exp,959,10639,K-12 Education
2019,exp,960,2059,University Education
2019,exp,903,2052.34078095,Debt Service
2019,exp,970,6520.18424595,Local Govt Transfers
2020,exp,402,1065,Aging
2020,exp,406,74,Agriculture
2020,exp,416,1190,Central Management
2020,exp,418,1239,Children And Family Services
2020,exp,420,620,Commerce And Economic Opportunity
2020,exp,422,278,Natural Resources
2020,exp,426,1538,Corrections
2020,exp,427,237,Employment Security
2020,exp,444,5997,Human Services
2020,exp,478,351,Family Services Net Medicaid
2020,exp,482,560,Public Health
2020,exp,492,1155,Revenue
2020,exp,494,4082,Transportation
2020,exp,532,719,Environmental Protect Agency
2020,exp,557,1918,Il State Toll Highway Auth
2020,exp,901,5286,State Pension Contribution
2020,exp,904,2982,State Employee Healthcare
2020,exp,910,102,Legislative
2020,exp,920,477,Judicial
2020,exp,930,890,Elected Officers
2020,exp,941,1489,Public Safety
2020,exp,944,196,Bus & Profession Regulation
2020,exp,945,22289,Medicaid
2020,exp,946,311,Capital Improvement
2020,exp,948,4440,Other Departments
2020,exp,949,211,Other Boards & Commissions
2020,exp,959,11304,K-12 Education
2020,exp,960,2202,University Education
2020,exp,903,1947.22765114,Debt Service
2020,exp,970,6455.3859012,Local Govt Transfers
2021,exp,402,1144,Aging
2021,exp,406,69,Agriculture
2021,exp,416,1191,Central Management
2021,exp,418,1303,Children And Family Services
2021,exp,420,1676,Commerce And Economic Opportunity
2021,exp,422,291,Natural Resources
2021,exp,426,1613,Corrections
2021,exp,427,327,Employment Security
2021,exp,444,6550,Human Services
2021,exp,478,393,Family Services Net Medicaid
2021,exp,482,943,Public Health
2021,exp,492,1712,Revenue
2021,exp,494,5339,Transportation
2021,exp,532,675,Environmental Protect Agency
2021,exp,557,1963,Il State Toll Highway Auth
2021,exp,901,5623,State Pension Contribution
2021,exp,904,2881,State Employee Healthcare
2021,exp,910,107,Legislative
2021,exp,920,519,Judicial
2021,exp,930,953,Elected Officers
2021,exp,941,2008,Public Safety
2021,exp,944,205,Bus & Profession Regulation
2021,exp,945,26277,Medicaid
2021,exp,946,458,Capital Improvement
2021,exp,948,4787,Other Departments
2021,exp,949,248,Other Boards & Commissions
2021,exp,959,12177,K-12 Education
2021,exp,960,2207,University Education
2021,exp,903,2026.26050134,Debt Service
2021,exp,970,7178.371065359999,Local Govt Transfers
2022,exp,402,1174,Aging
2022,exp,406,92,Agriculture
2022,exp,416,1159,Central Management
2022,exp,418,1252,Children And Family Services
2022,exp,420,1391,Commerce And Economic Opportunity
2022,exp,422,292,Natural Resources
2022,exp,426,1502,Corrections
2022,exp,427,275,Employment Security
2022,exp,444,7277,Human Services
2022,exp,478,377,Family Services Net Medicaid
2022,exp,482,837,Public Health
2022,exp,492,1868,Revenue
2022,exp,494,4325,Transportation
2022,exp,532,653,Environmental Protect Agency
2022,exp,557,2102,Il State Toll Highway Auth
2022,exp,901,6490,State Pension Contribution
2022,exp,904,3005,State Employee Healthcare
2022,exp,910,128,Legislative
2022,exp,920,506,Judicial
2022,exp,930,987,Elected Officers
2022,exp,941,1721,Public Safety
2022,exp,944,219,Bus & Profession Regulation
2022,exp,945,28652,Medicaid
2022,exp,946,428,Capital Improvement
2022,exp,948,4863,Other Departments
2022,exp,949,245,Other Boards & Commissions
2022,exp,959,13379,K-12 Education
2022,exp,960,2266,University Education
2022,exp,903,2009.4535459299998,Debt Service
2022,exp,970,10347.07955976,Local Govt Transfers
2023,exp,402,1380,Aging
2023,exp,406,92,Agriculture
2023,exp,416,1364,Central Management
2023,exp,418,1578,Children And Family Services
2023,exp,420,1498,Commerce And Economic Opportunity
2023,exp,422,322,Natural Resources
2023,exp,426,1704,Corrections
2023,exp,427,271,Employment Security
2023,exp,444,8830,Human Services
2023,exp,478,427,Family Services Net Medicaid
2023,exp,482,767,Public Health
2023,exp,492,3113,Revenue
2023,exp,494,5029,Transportation
2023,exp,532,616,Environmental Protect Agency
2023,exp,557,1894,Il State Toll Highway Auth
2023,exp,901,6818,State Pension Contribution
2023,exp,904,3002,State Employee Healthcare
2023,exp,910,213,Legislative
2023,exp,920,611,Judicial
